"date","state","death","deathIncrease","hospitalizedIncrease","inIcuCurrently","positive","positiveIncrease","totalTestResults","totalTestResultsIncrease","totalTestsViral","totalTestsViralIncrease","recovered","State","Income per capital","Democratic advantage","POP_DENS","POP","Year","Month","Temp","Stay at Home Order","Mandatory Quarantine for Travelers","Face Covering Requirement"
2020-03-06,"AK",0,0,0,NA,NA,0,8,0,8,8,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-07,"AK",0,0,0,NA,NA,0,12,4,12,4,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-08,"AK",0,0,0,NA,NA,0,14,2,14,2,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-09,"AK",0,0,1,NA,NA,0,23,9,23,9,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-10,"AK",0,0,0,NA,NA,0,23,0,23,0,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-11,"AK",0,0,0,NA,NA,0,46,23,46,23,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-12,"AK",0,0,0,NA,NA,0,46,0,46,0,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-13,"AK",0,0,0,NA,NA,0,60,14,60,14,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-14,"AK",0,0,0,NA,NA,0,144,84,144,84,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-15,"AK",0,0,0,NA,NA,0,144,0,144,0,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-16,"AK",0,0,0,NA,NA,0,144,0,144,0,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-17,"AK",0,0,0,NA,3,3,337,193,337,193,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-18,"AK",0,0,0,NA,8,5,412,75,412,75,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-19,"AK",0,0,0,NA,11,3,438,26,438,26,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-20,"AK",0,0,0,NA,14,3,698,260,698,260,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-21,"AK",0,0,0,NA,15,1,772,74,772,74,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-22,"AK",0,0,0,NA,25,10,968,196,968,196,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-23,"AK",0,0,0,NA,38,13,968,0,968,0,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-24,"AK",0,0,1,NA,42,4,1022,54,1022,54,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-25,"AK",1,1,1,NA,49,7,1691,669,1691,669,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-26,"AK",1,0,1,NA,63,14,1860,169,1860,169,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-27,"AK",1,0,2,NA,74,11,2388,528,2388,528,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-28,"AK",2,1,4,NA,91,17,2921,533,2921,533,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-29,"AK",2,0,0,NA,110,19,3334,413,3334,413,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-30,"AK",3,1,0,NA,118,8,3654,320,3654,320,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-03-31,"AK",3,0,2,NA,128,10,3713,59,3713,59,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,3,NA,NA,NA,NA
2020-04-01,"AK",3,0,3,NA,141,13,4603,890,4603,890,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-02,"AK",3,0,1,NA,149,8,5022,419,5022,419,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-03,"AK",3,0,1,NA,160,11,6016,994,6016,994,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-04,"AK",5,2,0,NA,171,11,6040,24,6040,24,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-05,"AK",6,1,4,NA,185,14,6284,244,6284,244,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-06,"AK",6,0,4,NA,191,6,6883,599,6883,599,NA,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-07,"AK",6,0,1,NA,213,22,6913,30,6913,30,29,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-08,"AK",7,1,2,NA,226,13,7068,155,7068,155,32,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-09,"AK",7,0,2,NA,235,9,7223,155,7223,155,49,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-10,"AK",7,0,0,NA,246,11,7432,209,7432,209,55,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-11,"AK",8,1,2,NA,257,11,7732,300,7732,300,63,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-12,"AK",8,0,1,NA,272,15,8038,306,8038,306,66,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-13,"AK",8,0,0,NA,277,5,7830,-208,7830,-208,85,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-14,"AK",9,1,0,NA,285,8,8348,518,8348,518,98,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-15,"AK",9,0,0,NA,293,8,8664,316,8664,316,106,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-16,"AK",9,0,3,NA,300,7,8735,71,8735,71,110,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-17,"AK",9,0,1,NA,309,9,9450,715,9450,715,128,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-18,"AK",9,0,0,NA,314,5,9655,205,9655,205,147,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-19,"AK",9,0,0,NA,319,5,9895,240,9895,240,153,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-20,"AK",9,0,0,NA,321,2,10124,229,10124,229,161,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-21,"AK",9,0,0,NA,329,8,11119,995,11119,995,168,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-22,"AK",9,0,0,NA,335,6,12159,1040,12159,1040,196,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-23,"AK",9,0,0,NA,337,2,12161,2,12161,2,209,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-24,"AK",9,0,0,NA,339,2,12281,120,12281,120,208,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-25,"AK",9,0,0,NA,339,0,15732,3451,15732,3451,217,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-26,"AK",9,0,0,NA,341,2,16177,445,16177,445,217,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-27,"AK",9,0,0,NA,345,4,16256,79,16256,79,218,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-28,"AK",9,0,1,NA,351,6,17089,833,17089,833,228,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-29,"AK",9,0,0,NA,355,4,19119,2030,19119,2030,240,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-04-30,"AK",9,0,0,NA,355,0,19119,0,19119,0,252,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,4,NA,NA,NA,NA
2020-05-01,"AK",9,0,1,NA,364,9,20325,1206,20325,1206,254,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-02,"AK",9,0,0,NA,365,1,21399,1074,21399,1074,261,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-03,"AK",9,0,0,NA,368,3,21578,179,21578,179,262,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-04,"AK",9,0,0,NA,370,2,21723,145,21723,145,263,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-05,"AK",9,0,1,NA,371,1,22692,969,22692,969,277,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-06,"AK",10,1,1,NA,372,1,23655,963,23655,963,284,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-07,"AK",10,0,0,NA,374,2,24341,686,24341,686,291,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-08,"AK",10,0,0,NA,377,3,25473,1132,25473,1132,305,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-09,"AK",10,0,0,NA,378,1,26449,976,26449,976,318,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-10,"AK",10,0,0,NA,379,1,27364,915,27364,915,324,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-11,"AK",10,0,0,NA,381,2,28680,1316,28680,1316,328,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-12,"AK",10,0,0,NA,383,2,29961,1281,29961,1281,334,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-13,"AK",10,0,0,NA,384,1,30649,688,30649,688,338,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-14,"AK",10,0,1,NA,389,5,31762,1113,31762,1113,339,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-15,"AK",10,0,1,NA,390,1,32418,656,32418,656,343,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-16,"AK",10,0,2,NA,394,4,33281,863,33281,863,344,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-17,"AK",10,0,1,NA,398,4,34651,1370,34651,1370,344,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-18,"AK",10,0,0,NA,401,3,35611,960,35611,960,345,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-19,"AK",10,0,0,NA,401,0,36380,769,36380,769,348,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-20,"AK",10,0,0,NA,404,3,37045,665,37045,665,352,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-21,"AK",10,0,1,NA,404,0,39545,2500,39545,2500,356,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-22,"AK",10,0,2,NA,406,2,41446,1901,41446,1901,356,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-23,"AK",10,0,0,NA,410,4,42351,905,42351,905,358,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-24,"AK",10,0,0,NA,410,0,43507,1156,43507,1156,358,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-25,"AK",10,0,0,NA,411,1,44472,965,44472,965,361,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-26,"AK",10,0,0,NA,413,2,44964,492,44964,492,362,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-27,"AK",10,0,0,NA,414,1,46363,1399,46363,1399,364,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-28,"AK",10,0,0,NA,427,13,47970,1607,47970,1607,366,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-29,"AK",10,0,1,NA,432,5,49439,1469,49439,1469,367,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-30,"AK",10,0,0,NA,435,3,51695,2256,51695,2256,368,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-05-31,"AK",10,0,0,NA,463,28,51695,0,51695,0,368,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,5,NA,NA,NA,NA
2020-06-01,"AK",10,0,0,NA,470,7,54190,2495,54190,2495,368,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-02,"AK",10,0,1,NA,490,20,56203,2013,56203,2013,371,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-03,"AK",10,0,1,NA,508,18,58182,1979,58182,1979,373,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-04,"AK",10,0,0,NA,518,10,60097,1915,60097,1915,376,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-05,"AK",10,0,1,NA,529,11,60990,893,60990,893,380,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-06,"AK",10,0,0,NA,541,12,63901,2911,63901,2911,382,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-07,"AK",10,0,0,NA,549,8,64904,1003,64904,1003,382,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-08,"AK",10,0,0,NA,567,18,65912,1008,65912,1008,384,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-09,"AK",11,1,0,NA,578,11,66890,978,66890,978,389,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-10,"AK",11,0,0,NA,598,20,67720,830,67720,830,392,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-11,"AK",11,0,1,NA,616,18,69011,1291,69011,1291,397,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-12,"AK",12,1,1,NA,630,14,70880,1869,70880,1869,403,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-13,"AK",12,0,1,NA,656,26,71803,923,71803,923,405,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-14,"AK",12,0,1,NA,665,9,73467,1664,73467,1664,411,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-15,"AK",12,0,3,NA,668,3,74437,970,74437,970,417,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-16,"AK",12,0,1,NA,681,13,76215,1778,76215,1778,429,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-17,"AK",12,0,0,NA,701,20,77709,1494,77709,1494,438,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-18,"AK",12,0,0,NA,713,12,81185,3476,81185,3476,449,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-19,"AK",12,0,2,NA,729,16,83631,2446,83631,2446,457,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-20,"AK",12,0,2,NA,750,21,86918,3287,86918,3287,464,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-21,"AK",12,0,0,NA,761,11,88051,1133,88051,1133,475,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-22,"AK",12,0,0,NA,767,6,90824,2773,90824,2773,491,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-23,"AK",12,0,1,NA,783,16,92947,2123,92947,2123,502,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-24,"AK",12,0,1,NA,797,14,96096,3149,96096,3149,507,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,NA,NA,NA
2020-06-25,"AK",12,0,0,NA,821,24,99452,3356,99452,3356,513,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-06-26,"AK",14,2,0,NA,839,18,101792,2340,101792,2340,519,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-06-27,"AK",14,0,0,NA,858,19,105581,3789,105581,3789,521,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-06-28,"AK",14,0,1,NA,887,29,108300,2719,108300,2719,521,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-06-29,"AK",14,0,0,NA,908,21,108709,409,108709,409,525,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-06-30,"AK",14,0,0,NA,944,36,112185,3476,112185,3476,526,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,6,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-01,"AK",14,0,0,NA,982,38,114400,2215,114400,2215,528,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-02,"AK",14,0,0,NA,1020,38,115909,1509,115909,1509,535,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-03,"AK",15,1,1,NA,1065,45,120208,4299,120208,4299,539,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-04,"AK",16,1,2,NA,1114,49,122732,2524,122732,2524,544,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-05,"AK",16,0,4,NA,1141,27,123753,1021,123753,1021,548,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-06,"AK",16,0,3,NA,1168,27,123753,0,123753,0,548,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-07,"AK",17,1,2,NA,1186,18,131420,7667,131420,7667,560,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-08,"AK",17,0,4,NA,1226,40,133401,1981,133401,1981,563,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-09,"AK",17,0,3,NA,1273,47,135744,2343,135744,2343,571,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-10,"AK",17,0,3,NA,1323,50,141931,6187,141931,6187,588,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-11,"AK",17,0,3,NA,1386,63,143376,1445,143376,1445,598,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-12,"AK",17,0,2,NA,1478,92,145475,2099,145475,2099,615,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-13,"AK",17,0,1,NA,1537,59,146590,1115,146590,1115,620,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-14,"AK",17,0,2,NA,1580,43,149473,2883,149473,2883,642,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-15,"AK",17,0,4,NA,1631,51,156093,6620,156093,6620,669,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-16,"AK",17,0,1,NA,1695,64,163022,6929,163022,6929,688,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-17,"AK",17,0,2,NA,1737,42,165414,2392,165414,2392,697,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-18,"AK",18,1,2,NA,1799,62,168363,2949,168363,2949,708,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-19,"AK",18,0,3,NA,1882,83,173010,4647,173010,4647,712,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-20,"AK",18,0,1,NA,1955,73,175586,2576,175586,2576,712,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-21,"AK",18,0,2,NA,2045,90,178626,3040,178626,3040,737,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-22,"AK",19,1,5,NA,2139,94,185333,6707,185333,6707,753,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-23,"AK",19,0,6,NA,2203,64,189509,4176,189509,4176,787,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-24,"AK",19,0,2,NA,2260,57,200572,11063,200572,11063,800,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-25,"AK",20,1,6,NA,2348,88,205066,4494,205066,4494,815,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-26,"AK",20,0,3,NA,2533,185,207264,2198,207264,2198,817,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-27,"AK",21,1,3,NA,2627,94,207264,0,207264,0,817,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-28,"AK",22,1,5,NA,2735,108,213875,6611,213875,6611,836,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-29,"AK",22,0,2,NA,2803,68,223664,9789,223664,9789,854,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-30,"AK",23,1,2,NA,2887,84,225057,1393,225057,1393,885,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-07-31,"AK",23,0,4,NA,2993,106,233106,8049,233106,8049,898,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,7,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-01,"AK",24,1,2,NA,3137,144,238633,5527,238633,5527,930,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-02,"AK",24,0,1,NA,3273,136,243090,4457,243090,4457,932,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-03,"AK",25,1,2,NA,3331,58,245807,2717,245807,2717,946,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-04,"AK",25,0,2,NA,3392,61,252649,6842,252649,6842,987,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-05,"AK",25,0,3,NA,3447,55,257279,4630,257279,4630,1017,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-06,"AK",25,0,3,NA,3487,40,261572,4293,261572,4293,1220,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-07,"AK",25,0,3,NA,3542,55,268851,7279,268851,7279,1238,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-08,"AK",26,1,5,NA,3621,79,273593,4742,273593,4742,1254,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-09,"AK",26,0,4,NA,3718,97,277919,4326,277919,4326,1269,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
2020-08-10,"AK",26,0,4,NA,3786,68,280343,2424,280343,2424,1332,"Alaska",63288.6462296795,-21,1802.67194648418,468893,2020,8,NA,"No Restrictions","All Travelers","Required for Certain Employees"
