"date","state","death","deathIncrease","hospitalizedIncrease","inIcuCurrently","positive","positiveIncrease","totalTestResults","totalTestResultsIncrease","totalTestsViral","totalTestsViralIncrease","recovered","State","Income per capital","Democratic advantage","POP_DENS","POP","Year","Month","Temp","Stay at Home Order","Mandatory Quarantine for Travelers","Face Covering Requirement"
2020-03-29,"NC",4,0,0,NA,1040,105,18945,1418,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,3,NA,NA,NA,NA
2020-03-30,"NC",6,2,0,NA,1307,267,20864,1919,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,3,NA,NA,NA,NA
2020-03-31,"NC",8,2,0,NA,1498,191,23106,2242,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,3,NA,NA,NA,NA
2020-04-01,"NC",10,2,0,NA,1584,86,26243,3137,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-02,"NC",16,6,0,NA,1857,273,28679,2436,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-03,"NC",19,3,0,NA,2093,236,31598,2919,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-04,"NC",24,5,0,NA,2402,309,38773,7175,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-05,"NC",31,7,0,NA,2585,183,40045,1272,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-06,"NC",33,2,0,NA,2870,285,40726,681,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-07,"NC",46,13,0,NA,3221,351,41082,356,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-08,"NC",53,7,0,NA,3426,205,42987,1905,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-09,"NC",65,12,0,NA,3651,225,47809,4822,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-10,"NC",74,9,0,NA,3908,257,57645,9836,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-11,"NC",80,6,0,NA,4312,404,60393,2748,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-12,"NC",81,1,0,NA,4520,208,62139,1746,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-13,"NC",86,5,0,NA,4816,296,63388,1249,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-14,"NC",108,22,0,NA,5024,208,65039,1651,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-15,"NC",117,9,0,NA,5123,99,67827,2788,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-16,"NC",131,14,0,NA,5465,342,70917,3090,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-17,"NC",152,21,0,NA,5859,394,72981,2064,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-18,"NC",164,12,0,NA,6140,281,76211,3230,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-19,"NC",172,8,0,NA,6493,353,78772,2561,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-20,"NC",179,7,0,NA,6764,271,79484,712,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-21,"NC",213,34,0,NA,6951,187,83331,3847,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-22,"NC",242,29,0,NA,7220,269,90336,7005,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-23,"NC",253,11,0,NA,7608,388,96185,5849,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-24,"NC",269,16,0,NA,8052,444,100584,4399,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-25,"NC",289,20,0,NA,8623,571,105265,4681,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-26,"NC",299,10,0,NA,8830,207,107894,2629,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-27,"NC",306,7,0,NA,9142,312,109920,2026,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-28,"NC",342,36,0,NA,9568,426,112752,2832,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-29,"NC",354,12,0,NA,9948,380,118440,5688,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-04-30,"NC",378,24,0,NA,10509,561,128036,9596,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,4,NA,NA,NA,NA
2020-05-01,"NC",399,21,0,NA,10923,414,133832,5796,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-02,"NC",420,21,0,NA,11509,586,139475,5643,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-03,"NC",422,2,0,NA,11664,155,143835,4360,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-04,"NC",430,8,0,NA,11848,184,146439,2604,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-05,"NC",452,22,0,NA,12256,408,151800,5361,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-06,"NC",477,25,0,NA,12758,502,164482,12682,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-07,"NC",507,30,0,NA,13397,639,171328,6846,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-08,"NC",527,20,0,NA,13868,471,178613,7285,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-09,"NC",544,17,0,NA,14360,492,186362,7749,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-10,"NC",547,3,0,NA,14764,404,192135,5773,NA,0,NA,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-11,"NC",550,3,0,NA,15045,281,195865,3730,NA,0,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-12,"NC",577,27,0,NA,15346,301,202244,6379,NA,0,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-13,"NC",597,20,0,NA,15816,470,210457,8213,202244,202244,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-14,"NC",615,18,0,NA,16507,691,219268,8811,210457,8213,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-15,"NC",641,26,0,NA,17129,622,231547,12279,231547,21090,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-16,"NC",652,11,0,NA,17982,853,238586,7039,238586,7039,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-17,"NC",659,7,0,NA,18512,530,248944,10358,NA,-238586,9115,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-18,"NC",661,2,0,NA,19023,511,255755,6811,255755,255755,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-19,"NC",691,30,0,NA,19700,677,265008,9253,265008,9253,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-20,"NC",702,11,0,NA,20122,422,277603,12595,277603,12595,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-21,"NC",716,14,0,NA,20860,738,290645,13042,290645,13042,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-22,"NC",728,12,0,NA,21618,758,303224,12579,303224,12579,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-23,"NC",737,9,0,NA,22725,1107,329582,26358,329582,26358,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-24,"NC",744,7,0,NA,23222,497,336656,7074,336656,7074,11637,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-25,"NC",754,10,0,NA,23964,742,344690,8034,344690,8034,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-26,"NC",766,12,0,NA,24140,176,352331,7641,352331,7641,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-27,"NC",794,28,0,NA,24628,488,364156,11825,364156,11825,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-28,"NC",827,33,0,NA,25412,784,375192,11036,375192,11036,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-29,"NC",859,32,0,NA,26488,1076,391231,16039,391231,16039,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-30,"NC",877,18,0,NA,27673,1185,404157,12926,404157,12926,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-05-31,"NC",886,9,0,NA,28589,916,416289,12132,416289,12132,14954,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,5,NA,NA,NA,NA
2020-06-01,"NC",898,12,0,NA,29263,674,421908,5619,421908,5619,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-02,"NC",921,23,0,NA,29889,626,434921,13013,434921,13013,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-03,"NC",939,18,0,NA,30777,888,449263,14342,449263,14342,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-04,"NC",960,21,0,NA,31966,1189,468302,19039,468302,19039,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-05,"NC",966,6,0,NA,33255,1289,482147,13845,482147,13845,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-06,"NC",992,26,0,NA,34625,1370,497350,15203,497350,15203,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-07,"NC",996,4,0,NA,35546,921,511226,13876,511226,13876,18860,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-08,"NC",1006,10,0,NA,36484,938,520113,8887,520113,8887,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-09,"NC",1029,23,0,NA,37160,676,535711,15598,535711,15598,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-10,"NC",1053,24,0,NA,38171,1011,553650,17939,553650,17939,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-11,"NC",1064,11,0,NA,39481,1310,572677,19027,572677,19027,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-12,"NC",1092,28,0,NA,41249,1768,595697,23020,595697,23020,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-13,"NC",1104,12,0,NA,42676,1427,611690,15993,611690,15993,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-14,"NC",1109,5,0,NA,44119,1443,627130,15440,627130,15440,23653,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-15,"NC",1118,9,0,NA,45102,983,638479,11349,638479,11349,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-16,"NC",1154,36,0,NA,45853,751,651421,12942,651421,12942,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-17,"NC",1168,14,0,NA,46855,1002,667422,16001,667422,16001,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-18,"NC",1175,7,0,NA,48188,1333,693678,26256,693678,26256,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-19,"NC",1197,22,0,NA,49840,1652,712313,18635,712313,18635,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-20,"NC",1212,15,0,NA,51389,1549,731341,19028,731341,19028,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-21,"NC",1220,8,0,NA,52801,1412,745775,14434,745775,14434,29219,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-22,"NC",1223,3,0,NA,53605,804,757345,11570,757345,11570,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-23,"NC",1251,28,0,NA,54453,848,773828,16483,773828,16483,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-24,"NC",1266,15,0,NA,56174,1721,791285,17457,791285,17457,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,NA,NA,NA
2020-06-25,"NC",1284,18,0,NA,57183,1009,811278,19993,811278,19993,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-06-26,"NC",1303,19,0,NA,58818,1635,836725,25447,836725,25447,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-06-27,"NC",1312,9,0,NA,60537,1719,855131,18406,855131,18406,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-06-28,"NC",1322,10,0,NA,62142,1605,871905,16774,871905,16774,36921,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-06-29,"NC",1325,3,0,NA,63484,1342,886305,14400,886305,14400,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-06-30,"NC",1343,18,0,NA,64670,1186,910033,23728,910033,23728,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,6,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-01,"NC",1373,30,0,NA,66513,1843,942238,32205,942238,32205,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-02,"NC",1391,18,0,NA,68142,1629,971120,28882,971120,28882,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-03,"NC",1392,1,0,NA,70241,2099,999293,28173,999293,28173,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-04,"NC",1395,3,0,NA,71654,1413,1018296,19003,1018296,19003,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-05,"NC",1396,1,0,NA,72983,1329,1036838,18542,1036838,18542,45538,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-06,"NC",1398,2,0,NA,74529,1546,1051846,15008,1051846,15008,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-07,"NC",1420,22,0,NA,75875,1346,1071290,19444,1071290,19444,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-08,"NC",1441,21,0,NA,77310,1435,1096682,25392,1096682,25392,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-09,"NC",1461,20,0,NA,79349,2039,1121811,25129,1121811,25129,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-10,"NC",1479,18,0,NA,81331,1982,1150612,28801,1150612,28801,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-11,"NC",1499,20,0,NA,83793,2462,1176058,25446,1176058,25446,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-12,"NC",1503,4,0,NA,85701,1908,1199575,23517,1199575,23517,55318,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-13,"NC",1510,7,0,NA,87528,1827,1220486,20911,1220486,20911,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-14,"NC",1552,42,0,NA,89484,1956,1254846,34360,1254846,34360,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-15,"NC",1568,16,0,NA,91266,1782,1284637,29791,1284637,29791,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-16,"NC",1588,20,0,NA,93426,2160,1312757,28120,1312757,28120,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-17,"NC",1606,18,0,NA,95477,2051,1343974,31217,1343974,31217,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-18,"NC",1629,23,0,NA,97958,2481,1379143,35169,1379143,35169,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-19,"NC",1634,5,0,NA,99778,1820,1394864,15721,1394864,15721,67124,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-20,"NC",1642,8,0,NA,101046,1268,1423888,29024,1423888,29024,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-21,"NC",1668,26,0,NA,102861,1815,1458997,35109,1458997,35109,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-22,"NC",1698,30,0,338,105001,2140,1491820,32823,1491820,32823,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-23,"NC",1726,28,0,360,106893,1892,1523675,31855,1523675,31855,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-24,"NC",1746,20,0,363,108995,2102,1550297,26622,1550297,26622,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-25,"NC",1778,32,0,362,111092,2097,1579042,28745,1579042,28745,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-26,"NC",1785,7,0,350,112713,1621,1613385,34343,1613385,34343,78707,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-27,"NC",1790,5,0,352,114338,1625,1635476,22091,1635476,22091,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-28,"NC",1820,30,0,364,116087,1749,1663540,28064,1663540,28064,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-29,"NC",1865,45,0,361,117850,1763,1691434,27894,1691434,27894,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-30,"NC",1903,38,0,358,120194,2344,1724924,33490,1724924,33490,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-07-31,"NC",1924,21,0,363,122148,1954,1757102,32178,1757102,32178,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,7,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-01,"NC",1964,40,0,349,123878,1730,1786412,29310,1786412,29310,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-02,"NC",1969,5,0,341,125219,1341,1813510,27098,1813510,27098,92302,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-03,"NC",1982,13,0,318,126532,1313,1837410,23900,1837410,23900,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-04,"NC",2010,28,0,339,128161,1629,1854026,16616,1854026,16616,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-05,"NC",2050,40,0,346,129288,1127,1873668,19642,1873668,19642,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-06,"NC",2092,42,0,333,131267,1979,1904750,31082,1904750,31082,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-07,"NC",2134,42,0,339,132812,1545,1939812,35062,1939812,35062,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-08,"NC",2160,26,0,335,134766,1954,1969766,29954,1969766,29954,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-09,"NC",2168,8,0,315,136218,1452,1986548,16782,1986548,16782,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-10,"NC",2172,4,0,317,136844,626,2001919,15371,2001919,15371,105093,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-11,"NC",2204,32,0,329,137895,1051,2017498,15579,2017498,15579,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-12,"NC",2249,45,0,311,139061,1166,1823283,-194215,1823283,-194215,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-13,"NC",2287,38,0,313,140824,1763,1850689,27406,1850689,27406,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-14,"NC",2313,26,0,308,142170,1346,1877402,26713,1877402,26713,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-15,"NC",2343,30,0,320,143706,1536,1903401,25999,1903401,25999,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-16,"NC",2347,4,0,289,144952,1246,1924646,21245,1924646,21245,116969,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-17,"NC",2348,1,0,290,145516,564,1935472,10826,1935472,10826,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-18,"NC",2396,48,0,313,146779,1263,1951120,15648,1951120,15648,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-19,"NC",2431,35,0,306,147932,1153,1978094,26974,1978094,26974,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-20,"NC",2465,34,0,280,149904,1972,2003307,25213,2003307,25213,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-21,"NC",2494,29,0,284,151912,2008,2030885,27578,2030885,27578,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-22,"NC",2521,27,0,279,153641,1729,2052118,21233,2052118,21233,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
2020-08-23,"NC",2531,10,0,268,155113,1472,2078472,26354,2078472,26354,127749,"North Carolina",48524.0627072068,5,1307.26081443575,5175524,2020,8,NA,"No Restrictions","No Restrictions","Required for General Public"
