date,positive,state,is_predict
20/12/2020,129069,ID,Historical
21/12/2020,129960,ID,Historical
22/12/2020,130877,ID,Historical
23/12/2020,132594,ID,Historical
24/12/2020,133985,ID,Historical
25/12/2020,135233,ID,Historical
26/12/2020,135233,ID,Historical
27/12/2020,135787,ID,Historical
28/12/2020,136215,ID,Historical
29/12/2020,137010,ID,Historical
30/12/2020,138524,ID,Historical
31/12/2020,139864,ID,Historical
1/1/2021,141077,ID,Historical
2/1/2021,141077,ID,Historical
3/1/2021,142199,ID,Historical
4/1/2021,142507,ID,Historical
5/1/2021,143305,ID,Historical
6/1/2021,144843,ID,Historical
7/1/2021,146106,ID,Historical
8/1/2021,147173,ID,Historical
9/1/2021,148258,ID,Historical
10/1/2021,149235,ID,Historical
11/1/2021,149667,ID,Historical
12/1/2021,150239,ID,Historical
13/1/2021,151273,ID,Historical
14/1/2021,152364,ID,Historical
15/1/2021,153358,ID,Historical
16/1/2021,154470,ID,Historical
17/1/2021,155276,ID,Historical
18/1/2021,155554,ID,Historical
19/1/2021,155554,ID,Historical
20/1/2021,156778,ID,Historical
21/1/2021,157588,ID,Historical
22/1/2021,158200,ID,Historical
23/1/2021,158798,ID,Historical
24/1/2021,159325,ID,Historical
25/1/2021,159506,ID,Historical
26/1/2021,160033,ID,Historical
27/1/2021,160592,ID,Historical
28/1/2021,161212,ID,Historical
29/1/2021,161720,ID,Historical
30/1/2021,162355,ID,Historical
31/1/2021,162683,ID,Historical
1/2/2021,162683,ID,Historical
2/2/2021,163165,ID,Historical
3/2/2021,163656,ID,Historical
4/2/2021,164163,ID,Historical
5/2/2021,164565,ID,Historical
6/2/2021,164969,ID,Historical
7/2/2021,165209,ID,Historical
8/2/2021,165209,ID,Historical
9/2/2021,165496.204,ID,Predicted
10/2/2021,165934.7925,ID,Predicted
11/2/2021,166383.0497,ID,Predicted
12/2/2021,166779.7062,ID,Predicted
13/2/2021,167118.467,ID,Predicted
14/2/2021,167303.3689,ID,Predicted
15/2/2021,167454.8582,ID,Predicted
16/2/2021,167720.9162,ID,Predicted
17/2/2021,168120.5127,ID,Predicted
18/2/2021,168559.6502,ID,Predicted
19/2/2021,168961.6323,ID,Predicted
20/2/2021,169262.7767,ID,Predicted
21/2/2021,169465.6098,ID,Predicted
22/2/2021,169656.8962,ID,Predicted
23/2/2021,169935.2792,ID,Predicted
24/2/2021,170316.9075,ID,Predicted
25/2/2021,170741.9422,ID,Predicted
26/2/2021,171126.9044,ID,Predicted
27/2/2021,171420.0097,ID,Predicted
28/2/2021,171637.1042,ID,Predicted
1/3/2021,171853.3759,ID,Predicted
2/3/2021,172141.5053,ID,Predicted
3/3/2021,172514.822,ID,Predicted
4/3/2021,172922.5775,ID,Predicted
5/3/2021,173292.2041,ID,Predicted
6/3/2021,173582.4553,ID,Predicted
7/3/2021,173812.8827,ID,Predicted
8/3/2021,174047.3689,ID,Predicted
9/3/2021,174343.7378,ID,Predicted
10/3/2021,174710.2603,ID,Predicted
11/3/2021,175102.513,ID,Predicted
12/3/2021,175459.3023,ID,Predicted
13/3/2021,175748.8006,ID,Predicted
14/3/2021,175990.9066,ID,Predicted
15/3/2021,176240.068,ID,Predicted
16/3/2021,176542.7764,ID,Predicted
17/3/2021,176903.1388,ID,Predicted
18/3/2021,177282.0259,ID,Predicted
19/3/2021,177628.4613,ID,Predicted
20/3/2021,177918.195,ID,Predicted
21/3/2021,178170.5078,ID,Predicted
22/3/2021,178431.701,ID,Predicted
23/3/2021,178739.1505,ID,Predicted
24/3/2021,179093.816,ID,Predicted
25/3/2021,179461.3537,ID,Predicted
26/3/2021,179799.5173,ID,Predicted
27/3/2021,180090.0833,ID,Predicted
28/3/2021,180351.2757,ID,Predicted
29/3/2021,180622.359,ID,Predicted
30/3/2021,180933.2649,ID,Predicted
31/3/2021,181282.6977,ID,Predicted
1/4/2021,181640.6544,ID,Predicted
2/4/2021,181972.2539,ID,Predicted
3/4/2021,182264.0264,ID,Predicted
4/4/2021,182532.913,ID,Predicted
5/4/2021,182812.1087,ID,Predicted
6/4/2021,183125.4647,ID,Predicted
7/4/2021,183470.1374,ID,Predicted
8/4/2021,183820.0363,ID,Predicted
9/4/2021,184146.4606,ID,Predicted
10/4/2021,184439.6628,ID,Predicted
11/4/2021,184715.1897,ID,Predicted
12/4/2021,185001.0185,ID,Predicted
13/4/2021,185316.0467,ID,Predicted
14/4/2021,185656.428,ID,Predicted
15/4/2021,185999.5723,ID,Predicted
16/4/2021,186321.9452,ID,Predicted
17/4/2021,186616.6911,ID,Predicted
18/4/2021,186897.9267,ID,Predicted
19/4/2021,187189.1595,ID,Predicted
20/4/2021,187505.266,ID,Predicted
21/4/2021,187841.809,ID,Predicted
22/4/2021,188179.3086,ID,Predicted
23/4/2021,188498.5356,ID,Predicted
24/4/2021,188794.8599,ID,Predicted
25/4/2021,189080.9855,ID,Predicted
26/4/2021,189376.6038,ID,Predicted
27/4/2021,189693.3409,ID,Predicted
28/4/2021,190026.4749,ID,Predicted
29/4/2021,190359.2718,ID,Predicted
30/4/2021,190676.0787,ID,Predicted
1/5/2021,190973.9598,ID,Predicted
2/5/2021,191264.2595,ID,Predicted
3/5/2021,191563.422,ID,Predicted
4/5/2021,191880.4578,ID,Predicted
5/5/2021,192210.5827,ID,Predicted
6/5/2021,192539.4739,ID,Predicted
7/5/2021,192854.4397,ID,Predicted
8/5/2021,193153.8173,ID,Predicted
9/5/2021,193447.6678,ID,Predicted
10/5/2021,193749.6819,ID,Predicted
11/5/2021,194066.7751,ID,Predicted
12/5/2021,194394.2586,ID,Predicted
13/5/2021,194719.9161,ID,Predicted
14/5/2021,195033.5004,ID,Predicted
15/5/2021,195334.2884,ID,Predicted
16/5/2021,195631.1498,ID,Predicted
17/5/2021,195935.4473,ID,Predicted
18/5/2021,196252.4271,ID,Predicted
19/5/2021,196577.6038,ID,Predicted
20/5/2021,196900.5927,ID,Predicted
21/5/2021,197213.1574,ID,Predicted
22/5/2021,197515.2546,ID,Predicted
23/5/2021,197814.6609,ID,Predicted
24/5/2021,198120.7771,ID,Predicted
25/5/2021,198437.5271,ID,Predicted
26/5/2021,198760.6987,ID,Predicted
27/5/2021,199081.4926,ID,Predicted
28/5/2021,199393.321,ID,Predicted
29/5/2021,199696.6184,ID,Predicted
30/5/2021,199998.169,ID,Predicted
31/5/2021,200305.7255,ID,Predicted
1/6/2021,200622.1708,ID,Predicted
2/6/2021,200943.607,ID,Predicted
3/6/2021,201262.6014,ID,Predicted
4/6/2021,201573.9136,ID,Predicted
5/6/2021,201878.2999,ID,Predicted
6/6/2021,202181.6518,ID,Predicted
7/6/2021,202490.3413,ID,Predicted
8/6/2021,202806.4385,ID,Predicted
9/6/2021,203126.3786,ID,Predicted
10/6/2021,203443.9033,ID,Predicted
11/6/2021,203754.8684,ID,Predicted
12/6/2021,204060.2339,ID,Predicted
13/6/2021,204365.0942,ID,Predicted
14/6/2021,204674.6686,ID,Predicted
15/6/2021,204990.3972,ID,Predicted
16/6/2021,205309.0526,ID,Predicted
17/6/2021,205625.3814,ID,Predicted
18/6/2021,205936.128,ID,Predicted
19/6/2021,206242.3673,ID,Predicted
20/6/2021,206548.4869,ID,Predicted
21/6/2021,206858.7466,ID,Predicted
22/6/2021,207174.1031,ID,Predicted
23/6/2021,207491.6592,ID,Predicted
24/6/2021,207807.0186,ID,Predicted
25/6/2021,208117.6433,ID,Predicted
26/6/2021,208424.6571,ID,Predicted
27/6/2021,208731.8249,ID,Predicted
28/6/2021,209042.61,ID,Predicted
29/6/2021,209357.6027,ID,Predicted
30/6/2021,209674.2215,ID,Predicted
1/7/2021,209988.7986,ID,Predicted
2/7/2021,210299.3725,ID,Predicted
3/7/2021,210607.0687,ID,Predicted
4/7/2021,210915.1062,ID,Predicted
5/7/2021,211226.2895,ID,Predicted
6/7/2021,211540.9347,ID,Predicted
7/7/2021,211856.757,ID,Predicted
8/7/2021,212170.7055,ID,Predicted
9/7/2021,212481.28,ID,Predicted
10/7/2021,212789.5743,ID,Predicted
11/7/2021,213098.3311,ID,Predicted
12/7/2021,213409.8117,ID,Predicted
13/7/2021,213724.1312,ID,Predicted
14/7/2021,214039.2788,ID,Predicted
15/7/2021,214352.7247,ID,Predicted
16/7/2021,214663.3357,ID,Predicted
17/7/2021,214972.1515,ID,Predicted
18/7/2021,215281.5014,ID,Predicted
19/7/2021,215593.2001,ID,Predicted
20/7/2021,215907.2185,ID,Predicted
21/7/2021,216221.7963,ID,Predicted
22/7/2021,216534.8427,ID,Predicted
23/7/2021,216845.5142,ID,Predicted
24/7/2021,217154.7828,ID,Predicted
25/7/2021,217464.62,ID,Predicted
26/7/2021,217776.4749,ID,Predicted
27/7/2021,218090.2182,ID,Predicted
28/7/2021,218404.3163,ID,Predicted
29/7/2021,218717.0469,ID,Predicted
30/7/2021,219027.7943,ID,Predicted
31/7/2021,219337.4542,ID,Predicted
1/8/2021,219647.6903,ID,Predicted
2/8/2021,219959.6536,ID,Predicted
3/8/2021,220273.148,ID,Predicted
4/8/2021,220586.8436,ID,Predicted
5/8/2021,220899.3263,ID,Predicted
6/8/2021,221210.1578,ID,Predicted
7/8/2021,221520.1547,ID,Predicted
8/8/2021,221830.7164,ID,Predicted
9/8/2021,222142.7512,ID,Predicted
10/8/2021,222456.0223,ID,Predicted
11/8/2021,222769.3812,ID,Predicted
12/8/2021,223081.6708,ID,Predicted
13/8/2021,223392.5899,ID,Predicted
14/8/2021,223702.8758,ID,Predicted
15/8/2021,224013.7021,ID,Predicted
16/8/2021,224325.7807,ID,Predicted
17/8/2021,224638.853,ID,Predicted
18/8/2021,224951.9311,ID,Predicted
19/8/2021,225264.0715,ID,Predicted
20/8/2021,225575.0781,ID,Predicted
21/8/2021,225885.611,ID,Predicted
22/8/2021,226196.6515,ID,Predicted
23/8/2021,226508.7531,ID,Predicted
24/8/2021,226821.6495,ID,Predicted
25/8/2021,227134.494,ID,Predicted
26/8/2021,227446.5205,ID,Predicted
27/8/2021,227757.6119,ID,Predicted
28/8/2021,228068.3552,ID,Predicted
29/8/2021,228379.5683,ID,Predicted
30/8/2021,228691.6777,ID,Predicted
31/8/2021,229004.4195,ID,Predicted
1/9/2021,229317.0704,ID,Predicted
2/9/2021,229629.0109,ID,Predicted
3/9/2021,229940.1828,ID,Predicted
4/9/2021,230251.1047,ID,Predicted
5/9/2021,230562.4563,ID,Predicted
6/9/2021,230874.5626,ID,Predicted
7/9/2021,231187.169,ID,Predicted
8/9/2021,231499.6599,ID,Predicted
9/9/2021,231811.5366,ID,Predicted
10/9/2021,232122.7836,ID,Predicted
11/9/2021,232433.8567,ID,Predicted
12/9/2021,232745.3188,ID,Predicted
13/9/2021,233057.4145,ID,Predicted
14/9/2021,233369.903,ID,Predicted
15/9/2021,233682.2622,ID,Predicted
16/9/2021,233994.0923,ID,Predicted
17/9/2021,234305.4085,ID,Predicted
18/9/2021,234616.6091,ID,Predicted
19/9/2021,234928.159,ID,Predicted
20/9/2021,235240.2391,ID,Predicted
21/9/2021,235552.6254,ID,Predicted
22/9/2021,235864.8764,ID,Predicted
23/9/2021,236176.6735,ID,Predicted
24/9/2021,236488.0527,ID,Predicted
25/9/2021,236799.3606,ID,Predicted
26/9/2021,237110.9796,ID,Predicted
27/9/2021,237423.041,ID,Predicted
28/9/2021,237735.3392,ID,Predicted
29/9/2021,238047.5017,ID,Predicted
30/9/2021,238359.2762,ID,Predicted
1/10/2021,238670.7122,ID,Predicted
2/10/2021,238982.11,ID,Predicted
3/10/2021,239293.7833,ID,Predicted
4/10/2021,239605.8245,ID,Predicted
5/10/2021,239918.0467,ID,Predicted
6/10/2021,240230.1372,ID,Predicted
7/10/2021,240541.897,ID,Predicted
8/10/2021,240853.3839,ID,Predicted
9/10/2021,241164.8569,ID,Predicted
10/10/2021,241476.5722,ID,Predicted
11/10/2021,241788.5927,ID,Predicted
12/10/2021,242100.75,ID,Predicted
13/10/2021,242412.782,ID,Predicted
14/10/2021,242724.5331,ID,Predicted
15/10/2021,243036.0652,ID,Predicted
16/10/2021,243347.6008,ID,Predicted
17/10/2021,243659.3485,ID,Predicted
18/10/2021,243971.3485,ID,Predicted
19/10/2021,244283.4503,ID,Predicted
20/10/2021,244595.435,ID,Predicted
21/10/2021,244907.1819,ID,Predicted
22/10/2021,245218.7539,ID,Predicted
23/10/2021,245530.3415,ID,Predicted
24/10/2021,245842.114,ID,Predicted
25/10/2021,246154.0942,ID,Predicted
26/10/2021,246466.1488,ID,Predicted
27/10/2021,246778.0954,ID,Predicted
28/10/2021,247089.8413,ID,Predicted
29/10/2021,247401.4484,ID,Predicted
30/10/2021,247713.0791,ID,Predicted
31/10/2021,248024.8701,ID,Predicted
1/11/2021,248336.8317,ID,Predicted
2/11/2021,248648.8462,ID,Predicted
3/11/2021,248960.7623,ID,Predicted
4/11/2021,249272.5097,ID,Predicted
5/11/2021,249584.1474,ID,Predicted
6/11/2021,249895.8136,ID,Predicted
7/11/2021,250207.6183,ID,Predicted
8/11/2021,250519.5626,ID,Predicted
9/11/2021,250831.5433,ID,Predicted
10/11/2021,251143.4351,ID,Predicted
11/11/2021,251455.1854,ID,Predicted
12/11/2021,251766.8497,ID,Predicted
13/11/2021,252078.5452,ID,Predicted
14/11/2021,252390.3598,ID,Predicted
15/11/2021,252702.2882,ID,Predicted
16/11/2021,253014.2404,ID,Predicted
17/11/2021,253326.1129,ID,Predicted
18/11/2021,253637.8671,ID,Predicted
19/11/2021,253949.5545,ID,Predicted
20/11/2021,254261.274,ID,Predicted
21/11/2021,254573.0956,ID,Predicted
22/11/2021,254885.0096,ID,Predicted
23/11/2021,255196.9377,ID,Predicted
24/11/2021,255508.7951,ID,Predicted
25/11/2021,255820.5539,ID,Predicted
26/11/2021,256132.2612,ID,Predicted
27/11/2021,256444.0002,ID,Predicted
28/11/2021,256755.8265,ID,Predicted
29/11/2021,257067.7275,ID,Predicted
30/11/2021,257379.6356,ID,Predicted
1/12/2021,257691.4812,ID,Predicted
2/12/2021,258003.2448,ID,Predicted
3/12/2021,258314.9691,ID,Predicted
4/12/2021,258626.7242,ID,Predicted
5/12/2021,258938.5534,ID,Predicted
6/12/2021,259250.4429,ID,Predicted
7/12/2021,259562.3342,ID,Predicted
8/12/2021,259874.1706,ID,Predicted
9/12/2021,260185.939,ID,Predicted
10/12/2021,260497.678,ID,Predicted
11/12/2021,260809.446,ID,Predicted
12/12/2021,261121.2769,ID,Predicted
13/12/2021,261433.1561,ID,Predicted
14/12/2021,261745.0334,ID,Predicted
15/12/2021,262056.8628,ID,Predicted
16/12/2021,262368.6361,ID,Predicted
17/12/2021,262680.3875,ID,Predicted
18/12/2021,262992.1659,ID,Predicted
19/12/2021,263303.9976,ID,Predicted
20/12/2021,263615.8677,ID,Predicted
21/12/2021,263927.7334,ID,Predicted
22/12/2021,264239.5574,ID,Predicted
23/12/2021,264551.3353,ID,Predicted
24/12/2021,264863.0973,ID,Predicted
25/12/2021,265174.8841,ID,Predicted
26/12/2021,265486.7158,ID,Predicted
27/12/2021,265798.578,ID,Predicted
28/12/2021,266110.4342,ID,Predicted
29/12/2021,266422.2542,ID,Predicted
30/12/2021,266734.0364,ID,Predicted
31/12/2021,267045.8073,ID,Predicted
4/3/2020,4,IL,Historical
5/3/2020,5,IL,Historical
6/3/2020,5,IL,Historical
7/3/2020,6,IL,Historical
8/3/2020,6,IL,Historical
9/3/2020,7,IL,Historical
10/3/2020,19,IL,Historical
11/3/2020,19,IL,Historical
12/3/2020,25,IL,Historical
13/3/2020,32,IL,Historical
14/3/2020,46,IL,Historical
15/3/2020,64,IL,Historical
16/3/2020,93,IL,Historical
17/3/2020,159,IL,Historical
18/3/2020,288,IL,Historical
19/3/2020,422,IL,Historical
20/3/2020,585,IL,Historical
21/3/2020,753,IL,Historical
22/3/2020,1049,IL,Historical
23/3/2020,1273,IL,Historical
24/3/2020,1535,IL,Historical
25/3/2020,1865,IL,Historical
26/3/2020,2538,IL,Historical
27/3/2020,3026,IL,Historical
28/3/2020,3491,IL,Historical
29/3/2020,4596,IL,Historical
30/3/2020,5057,IL,Historical
31/3/2020,5994,IL,Historical
1/4/2020,6980,IL,Historical
2/4/2020,7695,IL,Historical
3/4/2020,8904,IL,Historical
4/4/2020,10357,IL,Historical
5/4/2020,11256,IL,Historical
6/4/2020,12262,IL,Historical
7/4/2020,13549,IL,Historical
8/4/2020,15078,IL,Historical
9/4/2020,16422,IL,Historical
10/4/2020,17887,IL,Historical
11/4/2020,19180,IL,Historical
12/4/2020,20852,IL,Historical
13/4/2020,22025,IL,Historical
14/4/2020,23247,IL,Historical
15/4/2020,24593,IL,Historical
16/4/2020,25733,IL,Historical
17/4/2020,27575,IL,Historical
18/4/2020,29160,IL,Historical
19/4/2020,30357,IL,Historical
20/4/2020,31508,IL,Historical
21/4/2020,33059,IL,Historical
22/4/2020,35108,IL,Historical
23/4/2020,36934,IL,Historical
24/4/2020,39658,IL,Historical
25/4/2020,41777,IL,Historical
26/4/2020,43903,IL,Historical
27/4/2020,45883,IL,Historical
28/4/2020,48102,IL,Historical
29/4/2020,50355,IL,Historical
30/4/2020,52918,IL,Historical
1/5/2020,56055,IL,Historical
2/5/2020,58505,IL,Historical
3/5/2020,61499,IL,Historical
4/5/2020,63840,IL,Historical
5/5/2020,65962,IL,Historical
6/5/2020,68232,IL,Historical
7/5/2020,70873,IL,Historical
8/5/2020,73760,IL,Historical
9/5/2020,76085,IL,Historical
10/5/2020,77741,IL,Historical
11/5/2020,79007,IL,Historical
12/5/2020,83021,IL,Historical
13/5/2020,84698,IL,Historical
14/5/2020,87937,IL,Historical
15/5/2020,90369,IL,Historical
16/5/2020,92457,IL,Historical
17/5/2020,94191,IL,Historical
18/5/2020,96485,IL,Historical
19/5/2020,98030,IL,Historical
20/5/2020,100418,IL,Historical
21/5/2020,102686,IL,Historical
22/5/2020,105444,IL,Historical
23/5/2020,107796,IL,Historical
24/5/2020,110304,IL,Historical
25/5/2020,112017,IL,Historical
26/5/2020,113195,IL,Historical
27/5/2020,114306,IL,Historical
28/5/2020,115833,IL,Historical
29/5/2020,117455,IL,Historical
30/5/2020,118917,IL,Historical
31/5/2020,120260,IL,Historical
1/6/2020,121234,IL,Historical
2/6/2020,122848,IL,Historical
3/6/2020,123830,IL,Historical
4/6/2020,124759,IL,Historical
5/6/2020,125915,IL,Historical
6/6/2020,126890,IL,Historical
7/6/2020,127757,IL,Historical
8/6/2020,129139,IL,Historical
9/6/2020,129936,IL,Historical
10/6/2020,130561,IL,Historical
11/6/2020,131327,IL,Historical
12/6/2020,132059,IL,Historical
13/6/2020,132732,IL,Historical
14/6/2020,133404,IL,Historical
15/6/2020,133877,IL,Historical
16/6/2020,134500,IL,Historical
17/6/2020,135046,IL,Historical
18/6/2020,135639,IL,Historical
19/6/2020,136470,IL,Historical
20/6/2020,137104,IL,Historical
21/6/2020,137762,IL,Historical
22/6/2020,138224,IL,Historical
23/6/2020,138825,IL,Historical
24/6/2020,139540,IL,Historical
25/6/2020,140434,IL,Historical
26/6/2020,141344,IL,Historical
27/6/2020,142130,IL,Historical
28/6/2020,142776,IL,Historical
29/6/2020,143514,IL,Historical
30/6/2020,144238,IL,Historical
1/7/2020,145066,IL,Historical
2/7/2020,145935,IL,Historical
3/7/2020,146872,IL,Historical
4/7/2020,147734,IL,Historical
5/7/2020,148373,IL,Historical
6/7/2020,148987,IL,Historical
7/7/2020,149574,IL,Historical
8/7/2020,150554,IL,Historical
9/7/2020,151572,IL,Historical
10/7/2020,152899,IL,Historical
11/7/2020,154094,IL,Historical
12/7/2020,155048,IL,Historical
13/7/2020,155931,IL,Historical
14/7/2020,156638,IL,Historical
15/7/2020,157825,IL,Historical
16/7/2020,159082,IL,Historical
17/7/2020,160509,IL,Historical
18/7/2020,161785,IL,Historical
19/7/2020,162750,IL,Historical
20/7/2020,163923,IL,Historical
21/7/2020,164878,IL,Historical
22/7/2020,166476,IL,Historical
23/7/2020,168100,IL,Historical
24/7/2020,169699,IL,Historical
25/7/2020,171125,IL,Historical
26/7/2020,172666,IL,Historical
27/7/2020,173897,IL,Historical
28/7/2020,174973,IL,Historical
29/7/2020,176366,IL,Historical
30/7/2020,178138,IL,Historical
31/7/2020,180118,IL,Historical
1/8/2020,181757,IL,Historical
2/8/2020,183224,IL,Historical
3/8/2020,184522,IL,Historical
4/8/2020,185993,IL,Historical
5/8/2020,187752,IL,Historical
6/8/2020,189705,IL,Historical
7/8/2020,191808,IL,Historical
8/8/2020,193998,IL,Historical
9/8/2020,195380,IL,Historical
10/8/2020,196699,IL,Historical
11/8/2020,198248,IL,Historical
12/8/2020,199893,IL,Historical
13/8/2020,201727,IL,Historical
14/8/2020,204023,IL,Historical
15/8/2020,205851,IL,Historical
16/8/2020,207413,IL,Historical
17/8/2020,209186,IL,Historical
18/8/2020,210926,IL,Historical
19/8/2020,213221,IL,Historical
20/8/2020,215053,IL,Historical
21/8/2020,217346,IL,Historical
22/8/2020,219702,IL,Historical
23/8/2020,221595,IL,Historical
24/8/2020,223207,IL,Historical
25/8/2020,224887,IL,Historical
26/8/2020,227044,IL,Historical
27/8/2020,228751,IL,Historical
28/8/2020,231185,IL,Historical
29/8/2020,233065,IL,Historical
30/8/2020,235057,IL,Historical
31/8/2020,236725,IL,Historical
1/9/2020,238217,IL,Historical
2/9/2020,240345,IL,Historical
3/9/2020,241705,IL,Historical
4/9/2020,247299,IL,Historical
5/9/2020,250105,IL,Historical
6/9/2020,251508,IL,Historical
7/9/2020,252889,IL,Historical
8/9/2020,254281,IL,Historical
9/9/2020,255618,IL,Historical
10/9/2020,257571,IL,Historical
11/9/2020,259883,IL,Historical
12/9/2020,262004,IL,Historical
13/9/2020,263466,IL,Historical
14/9/2020,264839,IL,Historical
15/9/2020,266305,IL,Historical
16/9/2020,268246,IL,Historical
17/9/2020,270302,IL,Historical
18/9/2020,272525,IL,Historical
19/9/2020,275054,IL,Historical
20/9/2020,276456,IL,Historical
21/9/2020,277933,IL,Historical
22/9/2020,279464,IL,Historical
23/9/2020,281312,IL,Historical
24/9/2020,283569,IL,Historical
25/9/2020,286374,IL,Historical
26/9/2020,288815,IL,Historical
27/9/2020,290419,IL,Historical
28/9/2020,292128,IL,Historical
29/9/2020,293490,IL,Historical
30/9/2020,295763,IL,Historical
1/10/2020,297929,IL,Historical
2/10/2020,300385,IL,Historical
3/10/2020,302827,IL,Historical
4/10/2020,304280,IL,Historical
5/10/2020,306133,IL,Historical
6/10/2020,307750,IL,Historical
7/10/2020,310380,IL,Historical
8/10/2020,313439,IL,Historical
9/10/2020,316556,IL,Historical
10/10/2020,319461,IL,Historical
11/10/2020,322188,IL,Historical
12/10/2020,324930,IL,Historical
13/10/2020,327781,IL,Historical
14/10/2020,330643,IL,Historical
15/10/2020,334658,IL,Historical
16/10/2020,339761,IL,Historical
17/10/2020,343390,IL,Historical
18/10/2020,347635,IL,Historical
19/10/2020,350748,IL,Historical
20/10/2020,354462,IL,Historical
21/10/2020,358804,IL,Historical
22/10/2020,363746,IL,Historical
23/10/2020,368746,IL,Historical
24/10/2020,374907,IL,Historical
25/10/2020,378969,IL,Historical
26/10/2020,383698,IL,Historical
27/10/2020,387698,IL,Historical
28/10/2020,393808,IL,Historical
29/10/2020,400171,IL,Historical
30/10/2020,408660,IL,Historical
31/10/2020,416559,IL,Historical
1/11/2020,423539,IL,Historical
2/11/2020,429761,IL,Historical
3/11/2020,436277,IL,Historical
4/11/2020,443815,IL,Historical
5/11/2020,453750,IL,Historical
6/11/2020,465540,IL,Historical
7/11/2020,477978,IL,Historical
8/11/2020,487987,IL,Historical
9/11/2020,498560,IL,Historical
10/11/2020,511183,IL,Historical
11/11/2020,523840,IL,Historical
12/11/2020,536542,IL,Historical
13/11/2020,551957,IL,Historical
14/11/2020,562985,IL,Historical
15/11/2020,573616,IL,Historical
16/11/2020,585248,IL,Historical
17/11/2020,597849,IL,Historical
18/11/2020,606771,IL,Historical
19/11/2020,621383,IL,Historical
20/11/2020,634395,IL,Historical
21/11/2020,646286,IL,Historical
22/11/2020,656298,IL,Historical
23/11/2020,664620,IL,Historical
24/11/2020,674089,IL,Historical
25/11/2020,685467,IL,Historical
26/11/2020,697489,IL,Historical
27/11/2020,705063,IL,Historical
28/11/2020,712936,IL,Historical
29/11/2020,720114,IL,Historical
30/11/2020,726304,IL,Historical
1/12/2020,738846,IL,Historical
2/12/2020,748603,IL,Historical
3/12/2020,759562,IL,Historical
4/12/2020,770088,IL,Historical
5/12/2020,779975,IL,Historical
6/12/2020,787573,IL,Historical
7/12/2020,796264,IL,Historical
8/12/2020,804174,IL,Historical
9/12/2020,812430,IL,Historical
10/12/2020,823531,IL,Historical
11/12/2020,832951,IL,Historical
12/12/2020,841688,IL,Historical
13/12/2020,848904,IL,Historical
14/12/2020,856118,IL,Historical
15/12/2020,863477,IL,Historical
16/12/2020,870600,IL,Historical
17/12/2020,879428,IL,Historical
18/12/2020,886805,IL,Historical
19/12/2020,894367,IL,Historical
20/12/2020,900370,IL,Historical
21/12/2020,905069,IL,Historical
22/12/2020,911308,IL,Historical
23/12/2020,918070,IL,Historical
24/12/2020,925107,IL,Historical
25/12/2020,930849,IL,Historical
26/12/2020,934142,IL,Historical
27/12/2020,937909,IL,Historical
28/12/2020,942362,IL,Historical
29/12/2020,948006,IL,Historical
30/12/2020,955380,IL,Historical
31/12/2020,963389,IL,Historical
1/1/2021,970590,IL,Historical
2/1/2021,975352,IL,Historical
3/1/2021,979821,IL,Historical
4/1/2021,984880,IL,Historical
5/1/2021,991719,IL,Historical
6/1/2021,999288,IL,Historical
7/1/2021,1008045,IL,Historical
8/1/2021,1017322,IL,Historical
9/1/2021,1024039,IL,Historical
10/1/2021,1028750,IL,Historical
11/1/2021,1033526,IL,Historical
12/1/2021,1040168,IL,Historical
13/1/2021,1046030,IL,Historical
14/1/2021,1052682,IL,Historical
15/1/2021,1059324,IL,Historical
16/1/2021,1064667,IL,Historical
17/1/2021,1068829,IL,Historical
18/1/2021,1072214,IL,Historical
19/1/2021,1076532,IL,Historical
20/1/2021,1081354,IL,Historical
21/1/2021,1086333,IL,Historical
22/1/2021,1093375,IL,Historical
23/1/2021,1098527,IL,Historical
24/1/2021,1101819,IL,Historical
25/1/2021,1104763,IL,Historical
26/1/2021,1108430,IL,Historical
27/1/2021,1112181,IL,Historical
28/1/2021,1116372,IL,Historical
29/1/2021,1120528,IL,Historical
30/1/2021,1123873,IL,Historical
31/1/2021,1126301,IL,Historical
1/2/2021,1128613,IL,Historical
2/2/2021,1130917,IL,Historical
3/2/2021,1134231,IL,Historical
4/2/2021,1137559,IL,Historical
5/2/2021,1141219,IL,Historical
6/2/2021,1144281,IL,Historical
7/2/2021,1146341,IL,Historical
8/2/2021,1148088,IL,Historical
9/2/2021,1150252.044,IL,Predicted
10/2/2021,1152579.083,IL,Predicted
11/2/2021,1154969.826,IL,Predicted
12/2/2021,1157385.468,IL,Predicted
13/2/2021,1159810.841,IL,Predicted
14/2/2021,1162240.017,IL,Predicted
15/2/2021,1164670.68,IL,Predicted
16/2/2021,1167101.923,IL,Predicted
17/2/2021,1169533.394,IL,Predicted
18/2/2021,1171964.953,IL,Predicted
19/2/2021,1174396.547,IL,Predicted
20/2/2021,1176828.154,IL,Predicted
21/2/2021,1179259.767,IL,Predicted
22/2/2021,1181691.382,IL,Predicted
23/2/2021,1184122.998,IL,Predicted
24/2/2021,1186554.614,IL,Predicted
25/2/2021,1188986.23,IL,Predicted
26/2/2021,1191417.846,IL,Predicted
27/2/2021,1193849.462,IL,Predicted
28/2/2021,1196281.079,IL,Predicted
1/3/2021,1198712.695,IL,Predicted
2/3/2021,1201144.311,IL,Predicted
3/3/2021,1203575.927,IL,Predicted
